Source	In/Out	Accept	Sent	Simple	Copula	Pred/SC	Result/Depictive	Particle	VP Adjunct	NP Adjunct	Temporal	Locative	Misc	Oblique	PP Arg-VP	PPArg-NP/AP	by-Phrase	Expletive	High Arity	Drop Arg	Add Arg	Passive	Imperative	Binding:Refl	Binding:Other	Matrix Q	Emb Q	Complex QP	RC	Island	CP Subj	CP Arg VP	CP Arg NP/AP	Non-finite CP	No C-izer	Deep Embed	Neg	Modal	Aux	Psuedo-Aux	Control	Raising	VP+Extract	VP arg-NP/AP	Non-finite VP Misc	Deverbal 	Rel NP	Trans NP	Compx NP	NNCompd	Rel Adj	Trans Adj	Dislocation	Info Struc	Frag/Paren	Coord	Subordinate/Cond	Ellipsis/Anaphor	S-Adjunct	Quantifier	Partitive	NPI/FCI	Comparative	Sem  Violation	Infl/Agr Violation	Extra/Mising Expr
d_98	In	1	Everybody who attended last week's huge rally, whoever they were, signed the petition.																								1		1																				1						1					1		1				
d_98	In	1	Anybody who attended last week's huge rally signed the petition.																										1																				1													1				
d_98	In	1	Any tiger has orange fur, marked with black stripes.							1			1		1					1		1																								1			1													1				
d_98	In	1	Any albino tiger has orange fur, marked with black stripes.													1																														1					1											1				
d_98	In	1	You must pick any flower you see.																										1						1			1																								1				
d_98	In	1	Any pilot on duty today could be flying this plane.							1			1																									1	1										1													1				
d_98	In	0	You may pick every flower, but leave a few for Mary.											1	1				1				1															1																		1		1		1						
g_81	In	1	The Dodgers beat the Red Sox and were beaten by the Giants.														1					1																	1																											
g_81	In	1	In which car was the man seen?				1								1					1		1				1		1																																						
g_81	In	1	The man who Mary loves and Sally hates computed my tax.																										1	1																			1							1										
g_81	In	0	The kennel which Mary made and Fido sleeps has been stolen.									1								1	1	1							1	1																										1										1
g_81	In	1	Tom said he would and Bill actually did eat a raw eggplant.																													1			1			1	1																											
m_02	In	1	The wealthy young man bought that piano for his secret fiancée.						1				1												1																																									
m_02	In	1	The dog stole the turkey.	1																																																														
m_02	In	1	a tall building.																																																				1											
m_02	In	1	This building is tall.	1	1																																																													
m_02	In	1	I like the book which you gave me.																										1																				1																	
m_02	In	1	Captain Wentworth wrote a letter to Anne Elliott.											1	1				1																																															
m_02	In	1	She asked was Alison coming to the party.												1												1								1				1																											
m_02	In	1	They realised that never had Sir Thomas been so offended.		1				1		1																					1					1		1														1	1												
m_02	In	1	Fanny regretted having to talk to Aunt Norris.												1																									1					1																					
m_02	In	1	Knowing the country well, he took a short cut.																																										1														1							
m_02	In	1	He left the train with somebody else's wallet in his pocket.				1		1				1												1																																			1						
m_02	In	1	Magnus went to Ireland.												1																																																			
m_02	In	1	Who did John send the book?											1					1							1																																								
m_02	In	1	The idea dismayed the Prime Minister that the Dome was dull.		1																												1															1																		
m_02	In	1	Came right in he did without so much as a knock.						1																														1														1	1						1						
m_02	In	1	Harriet admired Mr Knightley.	1																																																														
m_02	In	1	The book is boring.	1	1																																																													
m_02	In	1	Ethel wishes to ask you some awkward questions.																																						1																			1						
m_02	In	1	Emma made Harriet some food.											1					1		1																																													
m_02	In	1	The window was broken with a hammer.						1				1							1		1																																												
m_02	In	1	The fugitive lay motionless in order to avoid discovery.				1		1				1																															1		1		1																		
m_02	In	1	The guard marched the prisoners round the yard.											1	1				1																																															
m_02	In	1	Frank Churchill crossed the street.	1																																																														
m_02	In	1	Emma and Harriet were attacked yesterday.						1		1									1		1																																		1										
m_02	In	1	Fiona might be here by 5 o'clock.		1				1		1																											1																												
sgww85	In	1	I am both expecting to get the job and of the opinion that it is a desirable one.		1										1										1								1						1		1							1								1		1								
sgww85	In	1	Pat was awarded the Golden Fleece Award and very upset about it.		1										1	1				1		1																													1															
sgww85	In	0	Kim alienated cats and beating his dog.																						1																															1									1	
sgww85	In	1	They knew that pictures of each other would be on sale.												1	1								1								1						1									1																			
sgww85	In	0	Which article did Terry file papers without reading?						1				1													1		1		1															1																					
sgww85	In	1	I want to try and buy some whiskey.																																	1					1				1											1				1						
sgww85	In	0	She goes and buying some whiskey.																																																					1				1					1	
sgww85	In	0	Kim and Terry is happy.		1																																																			1									1	
sgww85	In	1	Kim gave a dollar to Bobbie and a dime to Jean.											1	1				1																																					1										
sks13	In	1	This girl in the red coat will put a picture of Bill in the mailbox and on your desk before tomorrow.						1	1	1	1		1	1	1			1																			1									1		1							1										
sks13	In	0	Put a picture of Bill on your desk before tomorrow, this girl in the red coat will put a picture of Bill on your desk before tomorrow.						1	1	1	1		1	1	1			1																			1									1		1				1	1												
sks13	In	0	Picture of Bill, this girl in the red coat will put a picture of Bill on your desk before tomorrow.						1	1	1		1	1	1	1			1																												1		1				1	1												
sks13	In	1	Ann bought a first edition of Richard III for $1000.											1	1	1			1																												1																			
sks13	In	1	John became deadly afraid of flying.		1											1																													1	1					1															
sks13	In	1	What John promised is to be gentle.		1																						1														1					1								1												
sks13	In	1	Henri wants to buy which books about cooking?													1										1		1													1					1	1																			
sks13	In	1	I will fix the computer for Carol.						1				1																									1																												
sks13	In	1	Smith loaned a valuable collection of manuscripts to the library.											1	1	1			1																												1																			
sks13	In	1	The paper is cut by Mary.														1					1																	1																											
sks13	In	1	It was from six to nine or it took place from six to nine.		1				1		1																																													1										
sks13	In	1	Suddenly, there arrived two inspectors from the INS.						1	1		1						1			1																												1				1						1							
sks13	In	1	The soup cooks, thickens.																																																				1	1										
sks13	In	1	I gave money to the charity.											1	1				1																																															
sks13	In	1	John asked.																	1																																														
sks13	In	1	I saw even the student.							1																																																								
sks13	In	0	John whispered Mary left.																													1			1																															
sks13	In	0	Mary wonders that Bill will come.																													1						1																												
sks13	In	0	Sophie will theater.	1																																		1																										1		
sks13	In	1	John finished the cake and drank the lemonade.																																																					1										
sks13	In	0	Herself likes Mary's mother.	1																				1																																									1	
sks13	In	1	Each of the boys fought with some of the other boys.												1																																													1	1					
sks13	In	0	John's mother likes himself.																						1																						1																		1	
sks13	In	0	Mary revealed himself to John.											1	1				1					1																																									1	
sks13	In	1	Mary believes that Bill saw himself.																					1								1																																		
sks13	In	0	John heard that they criticized themselves.																					1								1																																		
sks13	In	1	Mary thinks that she is smart.		1																											1																																		
sks13	In	1	Henry found that Bill is sad.		1																											1																																		
sks13	In	1	John considers himself proud of Mary.			1										1			1					1																											1															
sks13	In	0	You should sit before there.						1			1																										1																												
sks13	In	1	There is a nurse available.		1													1	1		1																																													
sks13	In	0	Everyone hopes everyone to sleep.																1		1																				1																			1						1
sks13	In	1	Everyone hopes that he will sleep.																						1							1						1																						1						
sks13	In	0	Only Churchill remembered Churchill giving the Blood, Sweat and Tears speech.			1													1						1							1		1	1										1					1						1										
sks13	In	1	John promise Mary to shave himself.																1					1																	1																									
sks13	In	1	John convinced Bill that Mary should sleep.																1													1							1																											
sks13	In	0	I saw Bill while you did so Mary.																																				1																		1	1	1							
sks13	In	0	What Mary did Bill was give a book.		1																						1												1						1	1								1				1								1
ad03	In	1	The bears sniffed																	1																																														
ad03	In	1	to steal talismans from witches is dangerous		1									1	1																														1	1																				
ad03	In	0	Anson demonized																	1																																														1
ad03	In	1	You kicked yourselves	1																				1																																										
ad03	In	1	The book that I said that I'd never read.																										1			1				1	1	1											1																	
ad03	In	0	Anson demonized up the Khyber						1			1																																																				1		
ad03	In	1	It is not true that I might be going to the party.		1													1	1		1											1					1	1	1																											
ad03	In	0	Kick you!																				1		1																																								1	
ad03	In	1	Jason persuaded the doctor to treat Medea																1																						1																									
ad03	In	1	Who did you get an accurate description of?													1										1				1									1							1	1																			
ad03	In	1	The Peter we all like was at the party												1														1						1														1											1						
ad03	In	1	The government's imposition of a fine.													1																														1	1																			
ad03	In	1	Did Athena help us?																							1																																								
ad03	In	1	You wanted to meet the man I saw.																										1						1						1								1																	
ad03	In	1	Anson demonized David every day						1		1																																																	1						
ad03	In	1	There is a programme about Euripides on a Radio 4 tonight?		1				1		1				1			1	1		1																																													
ad03	In	1	Medea denied poisoning the phoenix.																																										1																					
ad03	In	1	The elixir was hidden in a hole in the ground						1	1		1								1		1																											1																	
ad03	In	1	Extremely frantically, Anson danced at Trade						1			1																																									1													
ad03	In	0	What did you ask who Medea gave?											1					1							1	1			1									1																											
ad03	In	1	It's Anson that I like															1	1		1								1			1																						1												
ad03	In	0	Medea tried the nurse to poison her children.																1		1				1																1																									
ad03	In	1	I felt that I know you.																													1																																		
ad03	In	0	Will he can do it?																							1												1																												1
ad03	In	0	I ate that she was happy		1																											1																																1		
ad03	In	1	Anson believed himself to be handsome.		1														1					1																		1																								
ad03	In	1	We arrived about six o'clock						1		1																																																							
ad03	In	0	Gilgamesh is having fought the dragon.																																				1																										1	
ad03	In	0	Anson thought that himself was happy.		1																			1								1																																		
ad03	In	1	Fortunately Hermione passed biology																																																								1							
ad03	In	1	I might be not going to the party but washing my hair												1										1												1	1	1																		1									
ad03	In	0	I thought he liked myself																					1								1			1																														1	
ad03	In	1	The butler sent the poison to Dinah.											1	1				1																																															
ad03	In	1	Jason happens to appear to seem to be sick.		1																															1						1																								
ad03	In	0	What did you ask who saw?																							1	1			1									1																											
ad03	In	1	We linguists love to argue																																						1																			1						
ad03	In	0	He can will go																																			1																												1
ad03	In	0	How fierce the battle?		1																																																													1
ad03	In	0	Which king did you ask which city invaded?																	1						1	1	1		1																																				1
ad03	In	1	It is some disgruntled old pigs in those ditches that humans love to eat.							1		1						1	1		1											1				1					1								1					1						1						
ad03	In	1	That banana is eating the monkey.																																				1																											
ad03	In	1	Burn them!																				1																																											
ad03	In	1	It stinks that Aphrodite is omnipotent.															1			1											1																																		
ad03	In	1	Agamemnon seems to be a maniac		1																																					1																								
ad03	In	1	Will Anson come to the party?												1											1												1																												
ad03	In	1	I wondered who Medea had poisoned.																								1												1																											
ad03	In	0	I inquired when could we leave.						1		1																1											1																												1
ad03	In	1	They kicked them	1																					1																																									
ad03	In	0	The monkey is ate the banana																																				1																										1	1
ad03	In	0	I would like to could swim																																			1			1																								1	
ad03	In	1	I kicked myself	1																				1																																										
ad03	In	0	The bookcase ran	1																																																												1		
ad03	In	1	I shaved myself.																		1			1																																										
ad03	In	0	Anson became a muscle bound.		1																																																													1
clc95	Out	1	Somebody just left - guess who.																				1				1																													1		1								
clc95	Out	1	They claimed they had settled on something, but it wasn't clear what they had settled on.												1			1			1						1					1			1		1		1													1														
clc95	Out	1	If Sam was going, Sally would know where.																	1							1												1																		1	1								
clc95	Out	1	They're going to serve the guests something, but it's unclear what.											1				1	1		1						1						1							1	1											1				1		1		1						
clc95	Out	1	She's reading. I can't imagine what.																	1							1										1	1	1																	1		1								
clc95	Out	1	John said Joan saw someone from her graduating class.							1		1													1							1			1														1											1						
clc95	Out	0	John ate dinner but I don't know who.																								1												1																	1		1								
clc95	Out	0	She mailed John a letter, but I don't know to whom.											1	1				1								1	1																												1		1								
clc95	Out	1	I served leek soup to my guests.																																															1																
clc95	Out	1	I served my guests.																	1																																														
clc95	Out	0	She was bathing, but I couldn't make out who.					1												1							1										1	1	1																	1		1								
clc95	Out	0	She knew French for Tom.											1	1				1		1																																													
clc95	Out	0	John is tall on several occasions.						1		1																																																					1		
clc95	Out	0	The ship sank, but I don't know with what.						1				1														1	1																												1		1								
clc95	Out	0	They noticed the painting, but I don't know for how long.						1		1																1	1									1		1																	1		1						1		
clc95	Out	0	John was tall, but I don't know on what occasions.		1				1		1																1	1									1		1																	1		1								
clc95	Out	1	Joan ate dinner with someone but I don't know who.						1				1														1																													1		1		1						
clc95	Out	1	Joan ate dinner with someone but I don't know who with.						1				1														1	1																												1		1		1						
clc95	Out	0	I know that Meg's attracted to Harry, but they don't know who.		1										1	1											1					1																			1					1		1								
clc95	Out	0	Since Jill said Joe had invited Sue, we didn't have to ask who.																								1					1			1		1		1	1	1																1	1	1							
clc95	Out	1	I know that Meg's attracted to Harry, but they don't know who.		1										1	1											1					1																			1					1		1								
clc95	Out	0	She said she had spoken to everybody, but he wasn't sure who.												1												1					1	1		1				1													1				1		1								
clc95	Out	0	Each of the performers came in, but were sitting so far back that we couldn't see who.					1																				1					1				1	1	1													1						1		1	1		1			1
clc95	Out	1	She didn't talk to one student.												1																						1		1																					1						
clc95	Out	0	She doesn't meet anyone for dinner, but they can't figure out who.					1																			1										1	1																		1		1				1				
clc95	Out	1	Everyone relies on someone. It's unclear who.		1										1			1			1						1						1																			1				1										
clc95	Out	1	Each student wrote a paper on a Mayan language, but I don't remember which one.													1											1										1										1									1		1		1						
clc95	Out	1	The newspaper has reported that they are about to appoint someone, but I can't remember who the newspaper has reported that they are about to appoint.																								1			1		1				1	1	1		1	1															1				1						
clc95	Out	1	The newspaper has reported that they are about to appoint someone, but I can't remember who they are about to appoint.												1												1					1					1	1	1	1				1												1										
clc95	Out	1	Most columnists claim that a senior White House official has been briefing them, and the newspaper today reveals which one.						1		1													1								1				1			1											1						1		1		1						
clc95	Out	1	Most columnists claim that a senior White House official has been briefing them, but none will reveal which one.																						1		1	1				1					1	1	1																	1		1		1						
clc95	Out	1	Bill wondered how many papers Sandy had read, but he didn't care which ones.																								1	1									1		1																			1								
clc95	Out	1	I never know which papers Sandy has read, but I usually know how many.																								1	1											1																	1		1	1							
clc95	Out	1	Sandy had read how many papers?!																							1													1																					1						
clc95	Out	1	Everybody gets on well with a certain relative, but often only his therapist knows which one.					1							1				1						1		1	1																												1		1								
clc95	Out	1	Which book did each author recommend?																							1		1											1																					1						
clc95	Out	1	His or her least known work.																	1		1																								1			1							1										
clc95	Out	1	They were going to meet sometime on Sunday, but the faculty didn't know when.						1	1	1																1										1		1										1							1				1						
clc95	Out	1	John likes some students, but I don't know who.																								1										1		1																	1		1		1						
clc95	Out	1	I don't know who John likes.																								1										1		1																											
clc95	Out	0	John likes some students, but I don't know who John likes some students.																1		1						1																													1										1
clc95	Out	0	Joan said she talked to the students, but Fred couldn't figure out who.					1							1												1					1			1		1	1																		1		1								
clc95	Out	0	He announced he had eaten the asparagus, but we didn't know what.																								1					1			1		1		1																	1		1						1		
clc95	Out	1	She was reading the books under the table, but Fred didn't know what books.						1	1		1															1	1									1												1							1		1								
clc95	Out	1	He announced he would marry the woman he loved most, but none of his relatives could figure out who.					1																			1		1			1			1	1	1	1																		1		1		1	1					
clc95	Out	1	She talked to John or Mary but I don't know which.												1												1										1		1																	1		1								
clc95	Out	1	She talked to John or Mary but I don't know which one.												1												1	1									1																			1		1								
clc95	Out	1	She talked to Harry, but I don't know who else.												1												1	1									1		1																	1		1								
clc95	Out	1	I will see them, but I don't know how many of them.																								1	1										1																		1		1		1	1					
clc95	Out	1	Everyone who knows either Susan or Laura likes her.																						1				1																				1							1				1						
clc95	Out	0	She said she talked to three students but I don't know how many.												1												1	1				1			1		1		1																	1		1		1						
clc95	Out	0	She said she talked to those students but I don't know how many.												1												1	1				1			1		1		1																	1		1		1						
clc95	Out	1	He shouted again, but I don't know who to.						1		1				1					1							1										1		1																	1		1								
clc95	Out	1	She was dancing with somebody, but I don't know who with.						1				1														1	1									1		1																	1		1								
clc95	Out	1	Several firefighters were injured, but it's not known.																	1		1																																		1				1						
clc95	Out	1	Meg is attracted to Harry, but they don't know who she is attracted to.		1											1											1										1		1												1					1										
clc95	Out	1	Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one.		1			1											1								1	1										1			1															1		1		1						
clc95	Out	0	Sandy was trying to work out which students would be able to solve a certain problem, but she wouldn't tell us which one she was trying to work out which students would be able to solve.					1	1																		1											1	1	1	1															1		1		1						
clc95	Out	0	John and someone were dancing together, but I don't know who.						1				1														1										1		1																	1		1		1						
clc95	Out	1	The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.												1												1										1	1	1																	1		1								
clc95	Out	0	It has been determined that somebody will be appointed; it's just not clear yet who.		1													1		1	1	1					1					1					1		1													1				1				1		1				
clc95	Out	0	Sally asked if somebody was going to fail math class, but I can't remember who.																								1										1	1	1	1	1															1		1		1						
clc95	Out	0	The TA's have been arguing about whether some student or other should pass, but I can't now remember which one.												1												1										1	1	1																	1		1		1						
clc95	Out	1	Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us which.		1				1				1						1								1										1	1			1			1						1		1				1		1								
clc95	Out	1	Sandy is very anxious to see if the students will be able to solve the homework problem in a particular way, but she won't tell us in which way.		1				1				1						1								1	1								1		1		1	1			1						1		1				1		1								
clc95	Out	1	Clinton is anxious to find out which budget dilemmas Panetta would be willing to tackle in a certain way, but he won't say in which.		1			1	1				1						1								1	1								1	1	1		1	1			1						1		1				1		1								
clc95	Out	1	Sandy is wondering whether there will be students who have to drop the class for a certain reason, but she won't reveal what.						1				1					1									1		1								1	1		1	1															1		1								
clc95	Out	0	In which way is Sandy very anxious to see if the students will be able to solve the homework problem?		1																					1	1	1								1		1		1	1			1								1														
clc95	Out	0	In which way is Clinton anxious to find out which budget dilemmas Panetta would be willing to solve?		1				1				1													1	1	1		1						1		1		1	1			1								1														
clc95	Out	1	I know how many assignments I've graded, but I don't know how many Bill has.																								1	1											1																	1		1		1						
clc95	Out	0	What did you leave before they did?																							1				1									1																		1		1							
clc95	Out	0	What did you leave before they started playing?																							1				1																											1		1							
clc95	Out	1	Sandy was trying to work out which students would be able to solve a certain problem.		1																							1								1			1	1	1																			1						
clc95	Out	1	The administration has issued a statement that it is willing to meet with one of the student groups.		1										1										1								1						1	1	1							1												1	1					
clc95	Out	1	Sandy was trying to work out which students would be able to solve a problem.		1			1											1								1	1								1		1		1	1																									
clc95	Out	1	The administration has issued a statement that it is willing to meet a student group.		1																				1								1						1	1	1							1		1																
clc95	Out	1	The administration has issued a statement that it is willing to meet a student group, but I'm not sure which one.		1																				1		1	1					1				1			1				1				1				1				1		1								
clc95	Out	1	I think Agnes said that Bill would speak, but I don't remember what about.												1					1							1					1			1		1	1	1																	1		1								
clc95	Out	0	Agnes wondered how John could eat but it's not clear what.						1				1					1		1	1						1										1	1														1				1		1								
clc95	Out	0	Tony sent Mo a picture that he painted, but it's not clear with what.		1				1				1	1					1								1	1	1																				1			1				1		1								
clc95	Out	1	She's been dancing but we don't know with whom.						1				1														1	1									1		1																	1		1								
clc95	Out	0	Who did they see someone?																		1					1													1																					1						1
c-05	Out	1	It was believed by everybody that Mary was a thief.		1												1	1	1		1	1										1																												1						
c-05	Out	1	That professor is feared by all students.														1					1																	1																											
c-05	Out	1	Mary was respected by John.														1					1																																												
c-05	Out	1	Ted was bitten by the spider.														1					1																	1																											
c-05	Out	0	The book was by John written.														1					1																															1													
c-05	Out	0	The argument was summed by the coach up.					1									1		1			1																															1													
c-05	Out	1	The paper was written up by John.					1									1		1			1																																												
c-05	Out	0	The paper was written by John up.					1									1		1			1																																												
c-05	Out	1	John was spoken to by Mary.												1		1					1																	1																											
c-05	Out	0	John was spoken by Mary to.												1		1					1																	1														1													
c-05	Out	1	The book was seen by Mary.														1					1																	1																											
c-05	Out	0	John was seen the book.																			1																																												1
c-05	Out	1	The book was written.																	1		1																																												
c-05	Out	0	John was spoke by Mary to.														1					1																	1														1												1	
c-05	Out	1	The table was wiped clean by John.				1										1					1																	1																											
c-05	Out	0	The table was wiped by John clean.				1										1					1																																												
c-05	Out	0	Mary was given by John the book.											1			1		1			1																	1														1													
c-05	Out	1	John was believed to be telling the truth by Mary.														1		1			1																	1			1																								
c-05	Out	1	John was believed by Mary to be telling the truth.														1		1			1																	1			1																								
c-05	Out	1	The car was driven by John to Maine.						1			1					1					1																	1														1													
c-05	Out	1	It was believed by the students that they would have an exam.												1		1	1				1																																												
c-05	Out	0	The magazines were sent to herself by Mary.											1	1		1		1			1		1																																										
c-05	Out	0	Chocolate eggs were hidden from each other by the children.											1	1		1		1			1		1																										1																
c-05	Out	1	The magazines were sent by Mary to herself.											1	1		1		1			1		1																																										
c-05	Out	1	Chocolate eggs were hidden from no child by any adult.											1	1		1		1			1															1													1												1				
c-05	Out	1	Tabs were kept on each agent by the other.											1	1		1		1			1		1															1																					1						
c-05	Out	1	Chocolate eggs were hidden from every child by his mother.											1	1		1		1			1			1														1																					1						
c-05	Out	1	Books were taken from no student and given to Mary.											1	1					1		1															1																							1						
c-05	Out	0	Books were taken from no student and given to Mary by any professor.											1	1		1		1			1															1																			1				1		1				
c-05	Out	1	Books were taken from each student by the other.											1	1		1		1			1		1																																				1						
c-05	Out	1	Books were taken from each student and given to Mary.											1	1					1		1																																		1										
c-05	Out	0	Books were taken from each student and given to Mary by the other.											1	1		1		1			1		1															1																					1						
j_71	Out	1	Jack hates Sue and is loved by Mary.														1					1																	1																	1										
j_71	Out	1	Vera sent a baby alligator to Max and a leather dinosaur to Phyllis.											1	1				1																																					1										
j_71	Out	1	Either Sam plays the bassoon or Jekyll the oboe.																																																					1		1								
j_71	Out	1	Sam doesn't play bassoon, nor Medusa oboe.																																		1		1																	1		1								
j_71	Out	0	Bill ate the peaches, but Harry the grapes.																																																					1		1								
j_71	Out	1	I no more could have stolen that steak than Jack the diamonds.																																		1	1	1														1				1	1					1			
j_71	Out	1	Bill ate more peaches than Harry did grapes.																																																							1		1			1			
j_71	Out	0	Bill ate the peaches and Harry did the grapes.																																																					1		1								
j_71	Out	0	Tom will smoke the grass, and Reuben has the hash.																																			1	1																	1		1								
j_71	Out	1	If the ants were called elephants and elephants ants, I'd be able to squash an elephant.		1															1		1																1						1								1				1	1	1								
j_71	Out	1	Simon quickly dropped the gold, and Jack the diamonds.						1				1																																											1		1								
j_71	Out	1	Bob tried to wash himself, and Mary to read the funnies.																					1																	1															1		1								
j_71	Out	1	Harry told Sue that Albania is a lovely place for a vacation, and Tom told Sally that Albania is a lovely place for a vacation.							1			1						1													1																								1										
j_71	Out	1	Harry told Sue that Albania is a lovely place for a vacation, and Tom.		1					1			1						1													1																	1				1			1		1								
j_71	Out	1	Max seemed to be trying to begin to love Harriet, and Fred to be trying to begin to love Sue.																																	1					1	1														1		1								
j_71	Out	1	Max seemed to be trying to force Ted to leave the room, and Walt, Ira.																																	1			1		1	1														1		1								
j_71	Out	0	Max seemed to be trying to force Ted to leave the room, and Walt to stay a little longer.																																	1			1		1	1														1										
j_71	Out	0	Arizona elected Goldwater Senator, and Massachusetts, McCormack.			1													1																																					1		1								
j_71	Out	0	Millie will send the President an obscene telegram, and Paul, the Secretary a rude letter.											1					1																			1																		1		1								
j_71	Out	0	Maytag will give a brand-new dryer to the winner of the Mrs.											1	1	1			1																			1									1																			
j_71	Out	0	Bill didn't eat the peaches, nor Harry.																																		1		1																	1		1								
j_71	Out	1	Bill ate the peaches, and Harry did, too.																																																					1		1								
j_71	Out	0	Bill must quickly eat the peaches, and Harry must slowly.						1				1																									1																		1		1								
j_71	Out	1	Whenever Russia has made a major political blunder, the U.S. has too.						1		1																1												1																		1	1	1							
j_71	Out	1	Bill's story about Sue and Max's about Kathy both amazed me.													1																															1									1		1								
j_71	Out	1	I bought three quarts of wine and two of Clorox.													1																															1									1		1		1	1					
j_71	Out	1	Scientists at the South Hanoi Institute of Technology have succeeded in raising one dog with five legs, another with a cow's liver, and a third with no head.							1		1			1	1																					1		1						1		1		1	1						1		1		1						
j_71	Out	1	Bill's story about Sue may be amazing, but Max's is virtually incredible.		1											1																						1									1									1		1								
j_71	Out	1	I like Bill's yellow shirt, but not Max's.																																		1																			1		1								
j_71	Out	1	Bill's funny story about Sue and Max's boring one about Kathy both amazed me.													1																															1									1		1								
j_71	Out	1	Bill's wine from France and Ted's from California cannot be compared.							1		1								1		1																1	1										1							1		1								
j_71	Out	0	As a teacher, you have to deal simultaneously with the administration's pressure on you to succeed, and the children's to be a nice guy.		1				1						1	1			1																					1	1			1		1	1									1		1	1							
j_71	Out	1	Neither Von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's on Angel has the right tempo.							1		1				1																					1										1		1							1		1								
j_71	Out	0	Gould's performance of Bach on the piano doesn't please me anywhere as much as Ross's on the harpsichord.						1	1			1			1																					1		1							1												1			1		1			
j_71	Out	0	Tom's dog with one eye attacked Frank's with three legs.							1			1																																				1									1								
j_71	Out	0	Because Steve's of a spider's eye had been stolen, I borrowed Fred's diagram of a snake's fang.													1				1		1																	1								1						1				1	1	1							
j_71	Out	1	Neither von Karajan's recording of Beethoven's 6th on Columbia nor Klemperer's has the right tempo.							1		1				1																					1										1		1							1										
j_71	Out	1	Tom's dog with one eye attacked Fred's.							1			1																																				1									1								
j_71	Out	1	I borrowed Fred's diagram of a snake's eye because Steve's had been stolen.													1				1		1																	1								1										1	1	1							
j_71	Out	1	Jerry attempted to blow up the Pentagon.					1																																	1																									
j_71	Out	1	So fast did he run that nobody could catch him.						1				1												1								1				1	1	1													1	1	1						1			1			
j_71	Out	1	Bill bought a red house, and Max bought one too.																																																					1		1								
s_97	Out	1	Who always drinks milk?						1		1															1																																								
s_97	Out	1	The book which inspired them was very long.		1																								1																				1																	
s_97	Out	0	The book what inspired them was very long.		1																								1																				1																	
s_97	Out	1	I know the person whose mother died.																									1	1																				1																	
s_97	Out	1	The person whose mother's dog we were all fond of.		1											1												1	1																				1		1									1						
s_97	Out	1	I wonder whose mother died.																								1	1																																						
s_97	Out	1	I wonder whose mother's dog died.																								1	1																																						
s_97	Out	1	I wonder to whom they dedicated the building.											1	1				1								1	1																																						
s_97	Out	1	Give me the phone number of the person whose mother's dog died.											1		1			1				1					1	1																		1		1	1																
s_97	Out	1	This is the senator to whose mother's friend's sister's I sent the letter.											1	1				1									1	1																		1		1																	
s_97	Out	0	I want goes to the store.																																						1																								1	1
s_97	Out	0	I wonder what to be a clown on the cover of.		1				1	1		1				1											1			1													1				1																			
s_97	Out	0	Bother you that Kim left!																				1									1																																1		
s_97	Out	0	A student who to talk to us just walked in.					1																					1																1				1																	
s_97	Out	1	Whose bagels do you like?																							1		1											1																											
s_97	Out	1	I wonder in whom to place my trust.											1	1				1								1	1															1																							
s_97	Out	1	There were several old rocks songs that she and I were the only two who knew.															1											1	1						1																				1		1		1						
s_97	Out	0	It was to to amuse us that Kim was singing that they wanted.															1	1													1				1					1												1	1												
s_97	Out	0	What they feared most was to be no one available to help them.		1																						1										1							1		1						1		1						1						
s_97	Out	0	We tried to amuse them that Kim was singing.																1		1											1				1			1		1																							1		
s_97	Out	1	Mary asked me if, in St. Louis, John could rent a house cheap.						1				1						1								1											1															1		1											
s_97	Out	0	Mary arranged for, in St. Louis, John to rent a house cheap.				1																											1																			1													
s_97	Out	1	It would be unwise for there to be no fire exit.		1													1	1		1													1			1																							1						
s_97	Out	1	I believe there to be no way out.													1		1	1	1																	1					1					1													1						
s_97	Out	0	I wonder in whom them to place their trust.												1										1		1	1						1									1																						1	
s_97	Out	0	I wonder whom us to trust.																								1							1																															1	
s_97	Out	0	I wonder who for us to trust.																								1							1																																
s_97	Out	1	I wonder who to place my trust in.											1	1				1								1							1																																
s_97	Out	1	I know the people that voted in the election.						1			1								1									1																				1																	
s_97	Out	1	I threw away a book that Sandy thought we had read.					1											1										1			1			1	1																														
s_97	Out	1	I thought that you were sick.		1																											1																																		
s_97	Out	0	I dislike the people in who we placed our trust.											1	1				1						1			1	1																				1																	
s_97	Out	1	I dislike the company in which we placed our trust.												1										1			1	1																				1																	
s_97	Out	1	I dislike the people in whose house we stayed.																									1	1	1																			1																	
s_97	Out	1	I dislike the person with whom we were talking.												1													1	1										1																											
s_97	Out	0	Jones, that we were talking to last night, always watches football games alone.				1		1		1				1														1										1											1																1
s_97	Out	1	A letter was received that Jones would be upset by.														1					1							1									1	1										1				1													
s_97	Out	0	A letter was received Jones would be upset by.														1			1		1							1						1			1	1														1													
s_97	Out	1	I saw someone yesterday I hadn't seen for years.						1		1																		1						1		1		1										1				1							1		1				
s_97	Out	1	Something happened I couldn't really talk about.												1														1						1																									1						
s_97	Out	1	The only person that I like whose kids Dana is willing to put up with is Pat.		1			1							1				1									1	1											1	1								1																	
